60.24851, 25.16514, 
60.24830, 25.16512, 
60.24793, 25.16491, 
60.24752, 25.16501, 
60.24737, 25.16577, 
60.24736, 25.16680, 
60.24748, 25.16780, 
60.24719, 25.16884, 
60.24658, 25.16957, 
60.24596, 25.17160, 
60.24562, 25.17194, 
60.24510, 25.17280, 
60.24495, 25.17354, 
60.24446, 25.17402, 
60.24422, 25.17434, 
60.24368, 25.17487, 
60.24317, 25.17576, 
60.24296, 25.17540, 
60.24224, 25.17393, 
60.24147, 25.17415, 
60.24121, 25.17469, 
60.24093, 25.17494, 
60.24076, 25.17545, 
60.24049, 25.17590, 
60.24016, 25.17660, 
60.24008, 25.17708, 
60.24011, 25.17752, 
60.23997, 25.17806, 
60.23959, 25.17865, 
60.23960, 25.17909, 
60.23939, 25.18028, 
60.23888, 25.18098, 
60.23852, 25.18105, 
60.23827, 25.18141, 
60.23814, 25.18217, 
60.23793, 25.18158, 
60.23827, 25.18060, 
60.23847, 25.17966, 
60.23822, 25.17890, 
60.23804, 25.17828, 
60.23818, 25.17773, 
60.23790, 25.17742, 
60.23746, 25.17793, 
60.23712, 25.17786, 
60.23685, 25.17814, 
60.23712, 25.17911, 
60.23700, 25.17951, 
60.23679, 25.17971, 
60.23640, 25.18092, 
60.23618, 25.18105, 
60.23601, 25.18139, 
60.23541, 25.18204, 
60.23471, 25.18211, 
60.23445, 25.18191, 
60.23432, 25.18144, 
60.23394, 25.18139, 
60.23369, 25.18176, 
60.23281, 25.18210, 
60.23244, 25.18276, 
60.23210, 25.18255, 
60.23217, 25.18205, 
60.23245, 25.18137, 
60.23276, 25.18027, 
60.23285, 25.17957, 
60.23287, 25.17890, 
60.23315, 25.17815, 
60.23330, 25.17679, 
60.23361, 25.17641, 
60.23491, 25.17389, 
60.23543, 25.17437, 
60.23542, 25.17522, 
60.23493, 25.17601, 
60.23462, 25.17693, 
60.23385, 25.17739, 
60.23360, 25.17792, 
60.23347, 25.17861, 
60.23381, 25.17957, 
60.23441, 25.17978, 
60.23494, 25.18056, 
60.23506, 25.17936, 
60.23537, 25.17852, 
60.23588, 25.17637, 
60.23628, 25.17550, 
60.23651, 25.17450, 
60.23664, 25.17368, 
60.23684, 25.17167, 
60.23688, 25.17125, 
60.23698, 25.17086, 
60.23615, 25.16849, 
60.23544, 25.16861, 
60.23485, 25.16843, 
60.23425, 25.16774, 
60.23451, 25.16708, 
60.23448, 25.16578, 
60.23469, 25.16452, 
60.23461, 25.16416, 
60.23421, 25.16372, 
60.23411, 25.16345, 
60.23375, 25.16324, 
60.23370, 25.16274, 
60.23379, 25.16240, 
60.23412, 25.16208, 
60.23408, 25.16180, 
60.23350, 25.16191, 
60.23294, 25.16128, 
60.23290, 25.16110, 
60.23285, 25.16114, 
60.23269, 25.16057, 
60.23253, 25.15952, 
60.23219, 25.15943, 
60.23199, 25.15956, 
60.23151, 25.16085, 
60.23145, 25.16130, 
60.23130, 25.16168, 
60.23090, 25.16189, 
60.23053, 25.16185, 
60.23011, 25.16213, 
60.22979, 25.16217, 
60.22947, 25.16208, 
60.22943, 25.16113, 
60.22928, 25.16099, 
60.22807, 25.16172, 
60.22749, 25.16195, 
60.22698, 25.16294, 
60.22680, 25.16294, 
60.22662, 25.16277, 
60.22656, 25.16248, 
60.22665, 25.16223, 
60.22641, 25.16218, 
60.22622, 25.16221, 
60.22625, 25.16188, 
60.22654, 25.16160, 
60.22670, 25.16121, 
60.22715, 25.16046, 
60.22694, 25.15977, 
60.22684, 25.15880, 
60.22751, 25.15928, 
60.22874, 25.15915, 
60.22921, 25.15895, 
60.22949, 25.15820, 
60.22926, 25.15776, 
60.22907, 25.15666, 
60.22896, 25.15595, 
60.22836, 25.15262, 
60.22829, 25.15142, 
60.22845, 25.15036, 
60.22913, 25.14962, 
60.22901, 25.14843, 
60.22869, 25.14653, 
