60.23490, 25.05662, 
60.23510, 25.05716, 
60.23542, 25.05760, 
60.23586, 25.05771, 
60.23635, 25.05782, 
60.23681, 25.05780, 
60.23713, 25.05820, 
60.23746, 25.05857, 
60.23777, 25.05897, 
60.23799, 25.05934, 
60.23821, 25.05988, 
60.23848, 25.06022, 
60.23877, 25.06022, 
60.23884, 25.05955, 
60.23892, 25.05887, 
60.23904, 25.05826, 
60.23942, 25.05770, 
60.23984, 25.05742, 
60.24025, 25.05730, 
60.24067, 25.05736, 
60.24108, 25.05746, 
60.24150, 25.05763, 
60.24184, 25.05809, 
60.24212, 25.05865, 
60.24246, 25.05907, 
60.24283, 25.05943, 
60.24320, 25.05970, 
60.24353, 25.06016, 
60.24381, 25.06062, 
60.24416, 25.06081, 
60.24449, 25.06120, 
60.24474, 25.06151, 
60.24481, 25.06145, 
60.24471, 25.06152, 
60.24474, 25.06154, 
60.24487, 25.06213, 
60.24502, 25.06276, 
60.24526, 25.06323, 
60.24569, 25.06337, 
60.24612, 25.06344, 
60.24647, 25.06380, 
60.24669, 25.06420, 
60.24698, 25.06443, 
60.24734, 25.06464, 
60.24765, 25.06496, 
60.24797, 25.06547, 
60.24824, 25.06610, 
60.24854, 25.06658, 
60.24875, 25.06714, 
60.24901, 25.06759, 
60.24923, 25.06807, 
60.24946, 25.06853, 
60.24976, 25.06884, 
60.25007, 25.06896, 
60.25028, 25.06859, 
60.25042, 25.06805, 
60.25061, 25.06760, 
60.25087, 25.06756, 
60.25112, 25.06783, 
60.25135, 25.06812, 
60.25160, 25.06872, 
60.25170, 25.06941, 
60.25197, 25.06939, 
60.25223, 25.06933, 
60.25253, 25.06927, 
60.25290, 25.06961, 
60.25329, 25.07020, 
60.25362, 25.07075, 
60.25385, 25.07133, 
60.25377, 25.07214, 
60.25371, 25.07303, 
60.25368, 25.07387, 
60.25368, 25.07472, 
60.25373, 25.07558, 
60.25386, 25.07644, 
60.25393, 25.07738, 
60.25400, 25.07829, 
60.25415, 25.07910, 
60.25433, 25.07986, 
60.25463, 25.08044, 
60.25501, 25.08091, 
60.25544, 25.08134, 
60.25588, 25.08162, 
60.25628, 25.08182, 
60.25661, 25.08197, 
60.25694, 25.08225, 
60.25731, 25.08252, 
60.25769, 25.08283, 
60.25804, 25.08311, 
60.25839, 25.08339, 
60.25867, 25.08347, 
60.25868, 25.08386, 
60.25898, 25.08410, 
60.25937, 25.08435, 
60.25976, 25.08462, 
60.26013, 25.08477, 
60.26046, 25.08480, 
60.26077, 25.08511, 
60.26097, 25.08523, 
60.26123, 25.08518, 
60.26155, 25.08513, 
60.26177, 25.08508, 
60.26200, 25.08526, 
60.26224, 25.08543, 
60.26244, 25.08515, 
60.26261, 25.08476, 
60.26287, 25.08492, 
60.26307, 25.08497, 
60.26324, 25.08502, 
60.26301, 25.08496, 
60.26276, 25.08485, 
60.26259, 25.08451, 
60.26266, 25.08392, 
60.26266, 25.08340, 
60.26240, 25.08303, 
60.26213, 25.08288, 
60.26192, 25.08338, 
60.26173, 25.08396, 
60.26153, 25.08448, 
60.26129, 25.08495, 
60.26103, 25.08538, 
60.26075, 25.08571, 
60.26065, 25.08621, 
60.26056, 25.08652, 
60.26076, 25.08692, 
60.26103, 25.08742, 
60.26130, 25.08795, 
60.26122, 25.08804, 
60.26091, 25.08762, 
60.26069, 25.08744, 
60.26067, 25.08796, 
60.26064, 25.08854, 
60.26053, 25.08910, 
60.26039, 25.08968, 
60.26009, 25.08986, 
60.25982, 25.08960, 
60.25966, 25.08935, 
60.25979, 25.08941, 
60.25994, 25.08955, 
60.26009, 25.08970, 
60.25990, 25.08965, 
60.25965, 25.08937, 
60.25948, 25.08892, 
60.25930, 25.08844, 
60.25911, 25.08861, 
60.25888, 25.08869, 
60.25866, 25.08877, 
60.25849, 25.08863, 
60.25838, 25.08838, 
60.25834, 25.08804, 
60.25842, 25.08769, 
60.25857, 25.08737, 
60.25876, 25.08710, 
60.25896, 25.08712, 
60.25911, 25.08702, 
60.25901, 25.08642, 
60.25888, 25.08565, 
60.25903, 25.08568, 
60.25900, 25.08566, 
60.25902, 25.08572, 
60.25907, 25.08586, 
60.25896, 25.08553, 
60.25900, 25.08577, 
60.25900, 25.08613, 
60.25892, 25.08587, 
60.25893, 25.08559, 
60.25912, 25.08521, 
60.25942, 25.08513, 
60.25969, 25.08523, 
60.25974, 25.08494, 
60.25950, 25.08448, 
60.25917, 25.08421, 
60.25882, 25.08398, 
60.25863, 25.08403, 
60.25871, 25.08451, 
60.25875, 25.08505, 
60.25880, 25.08552, 
60.25871, 25.08603, 
60.25867, 25.08673, 
60.25865, 25.08727, 
60.25866, 25.08682, 
60.25868, 25.08605, 
60.25854, 25.08574, 
60.25834, 25.08566, 
60.25815, 25.08556, 
60.25799, 25.08530, 
60.25784, 25.08498, 
60.25766, 25.08485, 
60.25750, 25.08459, 
60.25738, 25.08433, 
60.25723, 25.08419, 
60.25708, 25.08400, 
60.25690, 25.08387, 
60.25669, 25.08370, 
60.25650, 25.08346, 
60.25637, 25.08320, 
60.25622, 25.08300, 
60.25603, 25.08298, 
60.25583, 25.08295, 
60.25579, 25.08292, 
60.25561, 25.08296, 
60.25541, 25.08301, 
60.25526, 25.08315, 
60.25521, 25.08340, 
60.25523, 25.08360, 
60.25525, 25.08392, 
60.25522, 25.08434, 
60.25517, 25.08470, 
60.25516, 25.08504, 
60.25517, 25.08538, 
60.25523, 25.08574, 
60.25539, 25.08565, 
60.25556, 25.08568, 
60.25573, 25.08582, 
60.25591, 25.08594, 
60.25608, 25.08596, 
60.25621, 25.08635, 
60.25633, 25.08658, 
60.25651, 25.08648, 
60.25670, 25.08632, 
60.25687, 25.08635, 
60.25704, 25.08642, 
60.25722, 25.08649, 
60.25739, 25.08655, 
60.25756, 25.08665, 
60.25758, 25.08700, 
60.25752, 25.08737, 
60.25749, 25.08784, 
60.25744, 25.08838, 
60.25737, 25.08893, 
60.25730, 25.08957, 
60.25727, 25.09007, 
60.25743, 25.09016, 
60.25767, 25.09001, 
60.25785, 25.08988, 
60.25798, 25.08964, 
60.25816, 25.08946, 
60.25832, 25.08978, 
60.25852, 25.08994, 
60.25864, 25.09019, 
60.25865, 25.09062, 
60.25860, 25.09095, 
60.25853, 25.09122, 
60.25842, 25.09153, 
60.25835, 25.09188, 
60.25836, 25.09226, 
60.25835, 25.09254, 
60.25832, 25.09232, 
60.25834, 25.09186, 
60.25841, 25.09143, 
60.25849, 25.09109, 
60.25857, 25.09078, 
60.25858, 25.09040, 
60.25858, 25.09005, 
60.25844, 25.08993, 
60.25829, 25.08974, 
60.25816, 25.08942, 
60.25796, 25.08922, 
60.25782, 25.08893, 
60.25771, 25.08859, 
60.25763, 25.08841, 
60.25748, 25.08815, 
60.25753, 25.08770, 
60.25759, 25.08721, 
60.25758, 25.08678, 
60.25747, 25.08657, 
60.25730, 25.08653, 
60.25709, 25.08641, 
60.25690, 25.08635, 
60.25673, 25.08633, 
60.25658, 25.08648, 
60.25637, 25.08662, 
60.25625, 25.08635, 
60.25612, 25.08604, 
60.25595, 25.08597, 
60.25578, 25.08583, 
60.25562, 25.08573, 
60.25541, 25.08573, 
60.25523, 25.08573, 
60.25516, 25.08547, 
60.25529, 25.08574, 
60.25547, 25.08565, 
